timestamp,power_kw,hour,day_of_week,month
2024-01-01 00:00:00,39.25279024828773,0,0,1
2024-01-01 00:15:00,37.732488108717504,0,0,1
2024-01-01 00:30:00,38.89936174511957,0,0,1
2024-01-01 00:45:00,35.3296908415877,0,0,1
2024-01-01 01:00:00,39.718522553349416,1,0,1
2024-01-01 01:15:00,36.35091667399727,1,0,1
2024-01-01 01:30:00,37.80823409020421,1,0,1
2024-01-01 01:45:00,40.802316705069,1,0,1
2024-01-01 02:00:00,42.313912955969265,2,0,1
2024-01-01 02:15:00,38.82261901319547,2,0,1
2024-01-01 02:30:00,38.13624245755763,2,0,1
2024-01-01 02:45:00,37.73332522943074,2,0,1
2024-01-01 03:00:00,39.778014444396376,3,0,1
2024-01-01 03:15:00,39.0723466675697,3,0,1
2024-01-01 03:30:00,41.90901512661288,3,0,1
2024-01-01 03:45:00,39.74393072043695,3,0,1
2024-01-01 04:00:00,38.32308569214953,4,0,1
2024-01-01 04:15:00,40.91207715437192,4,0,1
2024-01-01 04:30:00,36.57542919085621,4,0,1
2024-01-01 04:45:00,39.570218864143655,4,0,1
2024-01-01 05:00:00,42.96484265214754,5,0,1
2024-01-01 05:15:00,39.64711131380143,5,0,1
2024-01-01 05:30:00,36.65308929472209,5,0,1
2024-01-01 05:45:00,37.34861423311055,5,0,1
2024-01-01 06:00:00,40.56984895619874,6,0,1
2024-01-01 06:15:00,37.879644446294584,6,0,1
2024-01-01 06:30:00,39.69473020303325,6,0,1
2024-01-01 06:45:00,38.21772719382171,6,0,1
2024-01-01 07:00:00,113.140990537236,7,0,1
2024-01-01 07:15:00,101.40192617558397,7,0,1
2024-01-01 07:30:00,106.12034952943587,7,0,1
2024-01-01 07:45:00,106.50199484264269,7,0,1
2024-01-01 08:00:00,98.42854862128343,8,0,1
2024-01-01 08:15:00,98.69831204471676,8,0,1
2024-01-01 08:30:00,104.07358399134363,8,0,1
2024-01-01 08:45:00,109.18631128356422,8,0,1
2024-01-01 09:00:00,142.0219327069077,9,0,1
2024-01-01 09:15:00,136.6654073846326,9,0,1
2024-01-01 09:30:00,147.16210541709054,9,0,1
2024-01-01 09:45:00,160.89291065536645,9,0,1
2024-01-01 10:00:00,152.24848874415287,10,0,1
2024-01-01 10:15:00,154.01991906061215,10,0,1
2024-01-01 10:30:00,157.35047814778423,10,0,1
2024-01-01 10:45:00,149.41908493863022,10,0,1
2024-01-01 11:00:00,154.10384265286726,11,0,1
2024-01-01 11:15:00,154.18285374919122,11,0,1
2024-01-01 11:30:00,144.84304016510558,11,0,1
2024-01-01 11:45:00,144.54708046450273,11,0,1
2024-01-01 12:00:00,130.95408499378763,12,0,1
2024-01-01 12:15:00,127.48587398580835,12,0,1
2024-01-01 12:30:00,130.2854646300283,12,0,1
2024-01-01 12:45:00,133.30982297454702,12,0,1
2024-01-01 13:00:00,119.52038046870132,13,0,1
2024-01-01 13:15:00,146.0804650173016,13,0,1
2024-01-01 13:30:00,119.52038046870132,13,0,1
2024-01-01 13:45:00,134.50843512417066,13,0,1
2024-01-01 14:00:00,129.0867565815045,14,0,1
2024-01-01 14:15:00,134.97634989166005,14,0,1
2024-01-01 14:30:00,148.78850163550763,14,0,1
2024-01-01 14:45:00,130.80185045664348,14,0,1
2024-01-01 15:00:00,140.61372306738352,15,0,1
2024-01-01 15:15:00,138.76988088744173,15,0,1
2024-01-01 15:30:00,149.2838690552421,15,0,1
2024-01-01 15:45:00,136.47307297684983,15,0,1
2024-01-01 16:00:00,139.32161425058408,16,0,1
