timestamp,power_kw,hour,day_of_week,month
2024-01-01 00:00:00,96.06535026026005,0,0,1
2024-01-01 00:15:00,95.82703794082612,0,0,1
2024-01-01 00:30:00,99.67682802819877,0,0,1
2024-01-01 00:45:00,95.02260191711454,0,0,1
2024-01-01 01:00:00,89.50410472886001,1,0,1
2024-01-01 01:15:00,85.36344174999445,1,0,1
2024-01-01 01:30:00,88.32157327633092,1,0,1
2024-01-01 01:45:00,82.00606859688067,1,0,1
2024-01-01 02:00:00,86.11188443414103,2,0,1
2024-01-01 02:15:00,79.84527959162884,2,0,1
2024-01-01 02:30:00,87.28139011514958,2,0,1
2024-01-01 02:45:00,85.2847971036143,2,0,1
2024-01-01 03:00:00,77.94001975198724,3,0,1
2024-01-01 03:15:00,84.98424569301743,3,0,1
2024-01-01 03:30:00,80.95038350122815,3,0,1
2024-01-01 03:45:00,91.17557749322997,3,0,1
2024-01-01 04:00:00,87.70325495893444,4,0,1
2024-01-01 04:15:00,82.52685214485503,4,0,1
2024-01-01 04:30:00,80.88125416554502,4,0,1
2024-01-01 04:45:00,86.29451926044442,4,0,1
2024-01-01 05:00:00,86.1950163139101,5,0,1
2024-01-01 05:15:00,77.86603784015632,5,0,1
2024-01-01 05:30:00,82.92139705247702,5,0,1
2024-01-01 05:45:00,77.71784366423131,5,0,1
2024-01-01 06:00:00,103.77774801029196,6,0,1
2024-01-01 06:15:00,106.37150707543498,6,0,1
2024-01-01 06:30:00,98.04618385336298,6,0,1
2024-01-01 06:45:00,95.98988434689302,6,0,1
2024-01-01 07:00:00,119.261750438055,7,0,1
2024-01-01 07:15:00,125.081610955252,7,0,1
2024-01-01 07:30:00,120.45610484956063,7,0,1
2024-01-01 07:45:00,134.6939545538359,7,0,1
2024-01-01 08:00:00,133.3712480484939,8,0,1
2024-01-01 08:15:00,131.9560436296333,8,0,1
2024-01-01 08:30:00,131.43475272234338,8,0,1
2024-01-01 08:45:00,118.11381629804792,8,0,1
2024-01-01 09:00:00,134.07559040358964,9,0,1
2024-01-01 09:15:00,136.8151407181856,9,0,1
2024-01-01 09:30:00,127.67152982186948,9,0,1
2024-01-01 09:45:00,134.67361122152798,9,0,1
2024-01-01 10:00:00,118.11381629804792,10,0,1
2024-01-01 10:15:00,125.48878507195953,10,0,1
2024-01-01 10:30:00,138.52362762002042,10,0,1
2024-01-01 10:45:00,126.87458396458975,10,0,1
2024-01-01 11:00:00,134.93885134548742,11,0,1
2024-01-01 11:15:00,135.48602463646668,11,0,1
2024-01-01 11:30:00,139.8993191311111,11,0,1
2024-01-01 11:45:00,140.8440347506151,11,0,1
2024-01-01 12:00:00,93.45369123640366,12,0,1
2024-01-01 12:15:00,89.42654134181517,12,0,1
2024-01-01 12:30:00,96.65092439489803,12,0,1
2024-01-01 12:45:00,99.09329191200173,12,0,1
2024-01-01 13:00:00,97.17534260497358,13,0,1
2024-01-01 13:15:00,94.58566881006806,13,0,1
2024-01-01 13:30:00,97.35686182799594,13,0,1
2024-01-01 13:45:00,95.11724238720062,13,0,1
2024-01-01 14:00:00,115.61986650704726,14,0,1
2024-01-01 14:15:00,120.87225805118763,14,0,1
2024-01-01 14:30:00,132.93281989453894,14,0,1
2024-01-01 14:45:00,129.6324770606214,14,0,1
2024-01-01 15:00:00,120.26440589310428,15,0,1
2024-01-01 15:15:00,112.18032027039412,15,0,1
2024-01-01 15:30:00,131.18062985054388,15,0,1
2024-01-01 15:45:00,111.89729965078222,15,0,1
2024-01-01 16:00:00,125.27065012877627,16,0,1
2024-01-01 16:15:00,120.86070959127608,16,0,1
2024-01-01 16:30:00,125.56182751467396,16,0,1
2024-01-01 16:45:00,127.73850621431306,16,0,1
2024-01-01 17:00:00,127.61405503258035,17,0,1
