timestamp,power_kw,hour,day_of_week,month
2024-01-01 00:00:00,50.60788515706793,0,0,1
2024-01-01 00:15:00,44.103373674608406,0,0,1
2024-01-01 00:30:00,47.30524233121349,0,0,1
2024-01-01 00:45:00,47.106023933089055,0,0,1
2024-01-01 01:00:00,45.2779489232023,1,0,1
2024-01-01 01:15:00,52.48735480831269,1,0,1
2024-01-01 01:30:00,50.2073073207799,1,0,1
2024-01-01 01:45:00,52.546681008165805,1,0,1
2024-01-01 02:00:00,49.74889729198303,2,0,1
2024-01-01 02:15:00,48.65319383020605,2,0,1
2024-01-01 02:30:00,46.62610631470112,2,0,1
2024-01-01 02:45:00,48.710870158553945,2,0,1
2024-01-01 03:00:00,49.717321627652254,3,0,1
2024-01-01 03:15:00,47.864222507348856,3,0,1
2024-01-01 03:30:00,46.993956074986414,3,0,1
2024-01-01 03:45:00,44.103373674608406,3,0,1
2024-01-01 04:00:00,46.567876504965604,4,0,1
2024-01-01 04:15:00,47.14718403306828,4,0,1
2024-01-01 04:30:00,46.16279993839743,4,0,1
2024-01-01 04:45:00,46.728410817867065,4,0,1
2024-01-01 05:00:00,48.130172765644275,5,0,1
2024-01-01 05:15:00,48.241832973865186,5,0,1
2024-01-01 05:30:00,51.50227392601667,5,0,1
2024-01-01 05:45:00,49.382123374429845,5,0,1
2024-01-01 06:00:00,51.86502561216536,6,0,1
2024-01-01 06:15:00,49.147443402755336,6,0,1
2024-01-01 06:30:00,48.23871810767532,6,0,1
2024-01-01 06:45:00,45.88323893291339,6,0,1
2024-01-01 07:00:00,51.8921245937462,7,0,1
2024-01-01 07:15:00,47.56997073837463,7,0,1
2024-01-01 07:30:00,51.02411849343054,7,0,1
2024-01-01 07:45:00,46.66613071186627,7,0,1
2024-01-01 08:00:00,92.79667159610314,8,0,1
2024-01-01 08:15:00,99.25076236406399,8,0,1
2024-01-01 08:30:00,93.1461635007944,8,0,1
2024-01-01 08:45:00,101.38654107332941,8,0,1
2024-01-01 09:00:00,125.75278940536411,9,0,1
2024-01-01 09:15:00,117.60899646562241,9,0,1
2024-01-01 09:30:00,131.19583319992472,9,0,1
2024-01-01 09:45:00,129.9628021369583,9,0,1
