timestamp,power_kw,hour,day_of_week,month
2024-01-01 00:00:00,9.153147799833405,0,0,1
2024-01-01 00:15:00,9.157875426404665,0,0,1
2024-01-01 00:30:00,8.70851453437291,0,0,1
2024-01-01 00:45:00,9.022011071464142,0,0,1
2024-01-01 01:00:00,8.935147013158705,1,0,1
2024-01-01 01:15:00,10.171476268417495,1,0,1
2024-01-01 01:30:00,9.409748677324313,1,0,1
2024-01-01 01:45:00,10.131688665947914,1,0,1
2024-01-01 02:00:00,8.915131353447432,2,0,1
2024-01-01 02:15:00,9.103114304430393,2,0,1
2024-01-01 02:30:00,9.801942675169334,2,0,1
2024-01-01 02:45:00,9.16781302234983,2,0,1
2024-01-01 03:00:00,9.574080785074004,3,0,1
2024-01-01 03:15:00,9.098631823186555,3,0,1
2024-01-01 03:30:00,9.545391225018262,3,0,1
2024-01-01 03:45:00,9.670764790114344,3,0,1
2024-01-01 04:00:00,8.52656052298363,4,0,1
2024-01-01 04:15:00,10.028183045715663,4,0,1
2024-01-01 04:30:00,9.014632897671769,4,0,1
2024-01-01 04:45:00,9.620443714590605,4,0,1
2024-01-01 05:00:00,9.742951069075955,5,0,1
2024-01-01 05:15:00,9.029213757083511,5,0,1
2024-01-01 05:30:00,9.31577603121329,5,0,1
2024-01-01 05:45:00,9.035965722448838,5,0,1
2024-01-01 06:00:00,23.216767404384164,6,0,1
2024-01-01 06:15:00,22.591092633098615,6,0,1
2024-01-01 06:30:00,21.195525767368395,6,0,1
2024-01-01 06:45:00,21.436129772477702,6,0,1
2024-01-01 07:00:00,33.733864699029866,7,0,1
2024-01-01 07:15:00,35.43403042948201,7,0,1
2024-01-01 07:30:00,35.9869535974981,7,0,1
2024-01-01 07:45:00,33.20855430497351,7,0,1
2024-01-01 08:00:00,39.39587119647274,8,0,1
2024-01-01 08:15:00,39.88654418863592,8,0,1
2024-01-01 08:30:00,37.573088604293226,8,0,1
2024-01-01 08:45:00,39.1452070620649,8,0,1
2024-01-01 09:00:00,29.937229577684885,9,0,1
2024-01-01 09:15:00,32.40577542954507,9,0,1
2024-01-01 09:30:00,32.618694655448984,9,0,1
2024-01-01 09:45:00,34.2779588303938,9,0,1
2024-01-01 10:00:00,22.285598409533993,10,0,1
2024-01-01 10:15:00,19.089946002674772,10,0,1
2024-01-01 10:30:00,21.700313464577828,10,0,1
2024-01-01 10:45:00,21.60250387550105,10,0,1
2024-01-01 11:00:00,20.244236214735768,11,0,1
2024-01-01 11:15:00,20.313986072511547,11,0,1
2024-01-01 11:30:00,22.033790347608985,11,0,1
2024-01-01 11:45:00,21.31023502711799,11,0,1
2024-01-01 12:00:00,21.736276094034434,12,0,1
2024-01-01 12:15:00,19.037506298067793,12,0,1
2024-01-01 12:30:00,21.124489312268828,12,0,1
2024-01-01 12:45:00,21.225019352346663,12,0,1
2024-01-01 13:00:00,20.832140415798612,13,0,1
2024-01-01 13:15:00,19.950517522851452,13,0,1
2024-01-01 13:30:00,19.91232343455978,13,0,1
2024-01-01 13:45:00,20.337409351746683,13,0,1
2024-01-01 14:00:00,19.78350384785188,14,0,1
2024-01-01 14:15:00,22.6206330838955,14,0,1
2024-01-01 14:30:00,22.318590483836132,14,0,1
2024-01-01 14:45:00,20.39259393410051,14,0,1
2024-01-01 15:00:00,21.127592402037173,15,0,1
2024-01-01 15:15:00,21.854920884934124,15,0,1
2024-01-01 15:30:00,21.73690220941496,15,0,1
2024-01-01 15:45:00,21.98133626055956,15,0,1
2024-01-01 16:00:00,20.738369378813882,16,0,1
2024-01-01 16:15:00,20.198712804685808,16,0,1
2024-01-01 16:30:00,21.55208243008953,16,0,1
2024-01-01 16:45:00,19.11272640998729,16,0,1
2024-01-01 17:00:00,20.577143679732213,17,0,1
2024-01-01 17:15:00,19.472845237352967,17,0,1
2024-01-01 17:30:00,20.416890872076483,17,0,1
2024-01-01 17:45:00,22.273954230770787,17,0,1
2024-01-01 18:00:00,38.24102634288454,18,0,1
2024-01-01 18:15:00,37.30526360995479,18,0,1
2024-01-01 18:30:00,37.351445562135424,18,0,1
2024-01-01 18:45:00,36.94542050658241,18,0,1
2024-01-01 19:00:00,40.32077073765561,19,0,1
2024-01-01 19:15:00,44.506455247880766,19,0,1
2024-01-01 19:30:00,44.34619432477747,19,0,1
2024-01-01 19:45:00,45.63866207793595,19,0,1
2024-01-01 20:00:00,40.77325053283878,20,0,1
2024-01-01 20:15:00,42.72153230565957,20,0,1
2024-01-01 20:30:00,45.75181128637358,20,0,1
2024-01-01 20:45:00,45.413675167600815,20,0,1
2024-01-01 21:00:00,38.309643673413376,21,0,1
2024-01-01 21:15:00,39.07529504064054,21,0,1
2024-01-01 21:30:00,40.17247775702774,21,0,1
2024-01-01 21:45:00,36.347344146934724,21,0,1
2024-01-01 22:00:00,32.42075897397956,22,0,1
2024-01-01 22:15:00,30.531475024512254,22,0,1
